"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","Create or Update Virtual Machine Scale Set","Accepted","Administrative","Informational","2023-07-22T01:30:14.090Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","Create or Update Virtual Machine Scale Set","Succeeded","Administrative","Informational","2023-07-22T01:31:13.019Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","Create or Update Virtual Machine Scale Set","Succeeded","Administrative","Informational","2023-07-22T01:32:15.644Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'audit' Policy action.","Succeeded","Policy","Warning","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'audit' Policy action.","Succeeded","Policy","Warning","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'audit' Policy action.","Succeeded","Policy","Warning","2023-07-22T01:40:15.077Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'audit' Policy action.","Succeeded","Policy","Warning","2023-07-22T01:40:15.124Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'audit' Policy action.","Succeeded","Policy","Warning","2023-07-22T01:40:15.124Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-22T01:40:15.124Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"d115dbbe-bf98-4e21-ac9a-19a221328fce","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-22T01:40:15.124Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"16e98741-7d9f-40f6-9969-cd7d20c7bf15","Updates the properties of a Virtual Machine in a Virtual Machine Scale Set","Succeeded","Administrative","Informational","2023-07-22T01:33:13.806Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets/virtualMachines","mc_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/mc_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss/virtualMachines/5"
"16e98741-7d9f-40f6-9969-cd7d20c7bf15","Updates the properties of a Virtual Machine in a Virtual Machine Scale Set","Started","Administrative","Informational","2023-07-22T01:33:13.634Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets/virtualMachines","mc_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/mc_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss/virtualMachines/5"
"fdc6c1a8-baa9-44e8-97ed-835c9dc05547","Create or Update Route Table","Succeeded","Administrative","Informational","2023-07-22T01:33:10.750Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Network/routeTables","mc_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/mc_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Network/routeTables/aks-agentpool-31394748-routetable"
"fdc6c1a8-baa9-44e8-97ed-835c9dc05547","Create or Update Route Table","Started","Administrative","Informational","2023-07-22T01:31:09.935Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Network/routeTables","mc_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/mc_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Network/routeTables/aks-agentpool-31394748-routetable"
"fdc6c1a8-baa9-44e8-97ed-835c9dc05547","Create or Update Route Table","Accepted","Administrative","Informational","2023-07-22T01:31:10.200Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Network/routeTables","mc_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/mc_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Network/routeTables/aks-agentpool-31394748-routetable"
"acddb4a3-bb43-46c5-879e-3fc0d028e367","Health Event Resolved","Resolved","Resource Health","Informational","2023-07-22T01:30:28.388Z","7d078127-0cf0-434b-8631-b61ed94c10de","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE","/SUBSCRIPTIONS/7D078127-0CF0-434B-8631-B61ED94C10DE/RESOURCEGROUPS/MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-STATEFUL-50300502-VMSS/VIRTUALMACHINES/5"
"acddb4a3-bb43-46c5-879e-3fc0d028e367","Health Event Updated","Updated","Resource Health","Informational","2023-07-22T01:30:18.984Z","7d078127-0cf0-434b-8631-b61ed94c10de","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE","/SUBSCRIPTIONS/7D078127-0CF0-434B-8631-B61ED94C10DE/RESOURCEGROUPS/MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-STATEFUL-50300502-VMSS/VIRTUALMACHINES/5"
"91f7d25d-eacb-42f8-8887-747aba453816","Health Event Updated","Updated","Resource Health","Informational","2023-07-22T01:30:18.484Z","7d078127-0cf0-434b-8631-b61ed94c10de","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE","/SUBSCRIPTIONS/7D078127-0CF0-434B-8631-B61ED94C10DE/RESOURCEGROUPS/MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-STATEFUL-50300502-VMSS/VIRTUALMACHINES/5"
"5f4a7124-44e2-4091-9785-c1b5bda7e436","Delete Virtual Machines in a Virtual Machine Scale Set","Succeeded","Administrative","Informational","2023-07-22T01:30:12.798Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"5f4a7124-44e2-4091-9785-c1b5bda7e436","Delete Virtual Machines in a Virtual Machine Scale Set","Started","Administrative","Informational","2023-07-22T01:30:02.559Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"5f4a7124-44e2-4091-9785-c1b5bda7e436","Delete Virtual Machines in a Virtual Machine Scale Set","Accepted","Administrative","Informational","2023-07-22T01:30:02.653Z","7d078127-0cf0-434b-8631-b61ed94c10de","78b968b9-3ef2-4fe6-95b9-bd3e1c15abbf","Microsoft.Compute/virtualMachineScaleSets","MC_viya4-rg_viya4-aks_northeurope","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/MC_viya4-rg_viya4-aks_northeurope/providers/Microsoft.Compute/virtualMachineScaleSets/aks-stateful-50300502-vmss"
"ab20b36d-aca2-4f00-91a3-8ff8b9c5b3ea","Health Event Updated","Updated","Resource Health","Informational","2023-07-22T01:30:03.534Z","7d078127-0cf0-434b-8631-b61ed94c10de","","MICROSOFT.COMPUTE/virtualmachinescalesets/virtualmachines","MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE","/SUBSCRIPTIONS/7D078127-0CF0-434B-8631-B61ED94C10DE/RESOURCEGROUPS/MC_VIYA4-RG_VIYA4-AKS_NORTHEUROPE/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINESCALESETS/AKS-STATEFUL-50300502-VMSS/VIRTUALMACHINES/3"
"e1e02738-73e2-48a1-b3c2-492158958e8b","List clusterUser credential","Succeeded","Administrative","Informational","2023-07-21T23:47:16.425Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"e1e02738-73e2-48a1-b3c2-492158958e8b","List clusterAdmin credential","Started","Administrative","Informational","2023-07-21T23:47:16.284Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"e1e02738-73e2-48a1-b3c2-492158958e8b","List clusterUser credential","Started","Administrative","Informational","2023-07-21T23:47:16.284Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"e1e02738-73e2-48a1-b3c2-492158958e8b","List clusterAdmin credential","Succeeded","Administrative","Informational","2023-07-21T23:47:16.424Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"0556bea9-ec83-4f62-888d-b6a78aef81d0","List clusterUser credential","Succeeded","Administrative","Informational","2023-07-21T23:47:16.159Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"0556bea9-ec83-4f62-888d-b6a78aef81d0","List clusterAdmin credential","Started","Administrative","Informational","2023-07-21T23:47:15.659Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"0556bea9-ec83-4f62-888d-b6a78aef81d0","List clusterAdmin credential","Succeeded","Administrative","Informational","2023-07-21T23:47:15.893Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"0556bea9-ec83-4f62-888d-b6a78aef81d0","List clusterUser credential","Started","Administrative","Informational","2023-07-21T23:47:15.894Z","7d078127-0cf0-434b-8631-b61ed94c10de","mohamed.ayari@insomea.tn","Microsoft.ContainerService/managedClusters","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.ContainerService/managedClusters/viya4-aks"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Network Security Group","Succeeded","Administrative","Informational","2023-07-21T23:06:43.813Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Network/networkSecurityGroups","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Network/networkSecurityGroups/viya4-nsg"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Disk","Succeeded","Administrative","Informational","2023-07-21T22:43:39.761Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Compute/disks","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Compute/disks/viya4-jump-vm_OsDisk_1_f9728f62b989462e83c8c7017759c88f"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Disk","Succeeded","Administrative","Informational","2023-07-21T22:44:12.719Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Compute/disks","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Compute/disks/viya4-jump-vm_OsDisk_1_f9728f62b989462e83c8c7017759c88f"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Virtual Machine","Succeeded","Administrative","Informational","2023-07-21T22:45:00.711Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Compute/virtualMachines","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Compute/virtualMachines/viya4-jump-vm"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Network Interface","Succeeded","Administrative","Informational","2023-07-21T22:46:18.165Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Network/networkInterfaces","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Network/networkInterfaces/viya4-jump-nic"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","Delete Public Ip Address","Succeeded","Administrative","Informational","2023-07-21T22:46:26.053Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Network/publicIPAddresses","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourcegroups/viya4-rg/providers/Microsoft.Network/publicIPAddresses/viya4-jump-public_ip"
"b97958a6-e2a2-3390-aa73-6ffa7fa79537","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2023-07-21T22:46:45.036Z","7d078127-0cf0-434b-8631-b61ed94c10de","farah.mhamdi@insomea.com","Microsoft.Compute/virtualMachines","viya4-rg","/subscriptions/7d078127-0cf0-434b-8631-b61ed94c10de/resourceGroups/viya4-rg/providers/Microsoft.Compute/virtualMachines/viya4-nfs-vm"
